Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,Fingerprint,MW,LogP,TPSA,HBD,HBA,scaffold
4-Chloroanisole,-3.057,1,142.585,0,1,1,9.23,-2.78,COc1ccc(Cl)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47EE30>,142.585,2.3486000000000002,9.23,0.0,1.0,c1ccccc1
Deltamethrin,-7.44,1,505.2060000000002,0,3,6,59.32000000000001,-8.402000000000001,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47EC70>,505.20600000000024,6.490180000000005,59.32000000000001,0.0,4.0,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
Talbutal,-2.06,1,224.26,2,1,4,75.27000000000001,-2.016,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47EAB0>,224.26,0.9609999999999999,75.27000000000001,2.0,3.0,O=C1CC(=O)NC(=O)N1
Fenitrothion,-3.845,1,277.238,0,1,5,70.83000000000001,-4.04,COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47E8F0>,277.238,2.7993200000000007,70.83000000000001,0.0,6.0,c1ccccc1
1-Iodonapthalene,-4.888999999999999,1,254.07,0,2,0,0.0,-4.55,Ic1cccc2ccccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47E730>,254.07000000000002,3.4444000000000017,0.0,0.0,0.0,c1ccc2ccccc2c1
Sorbitol,0.647,1,182.172,6,0,5,121.38,1.09,OCC(O)C(O)C(O)C(O)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47E570>,182.172,-3.5854000000000004,121.38000000000001,6.0,6.0,
Ethanethiol,-0.968,1,62.137,1,0,0,0.0,-0.6,CCS,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47E3B0>,62.137,0.9360999999999999,0.0,1.0,1.0,
"1,1,2-Trichloroethane",-1.961,1,133.405,0,0,1,0.0,-1.48,ClCC(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47E1F0>,133.405,2.0289,0.0,0.0,0.0,
Pyrolan,-3.141,1,245.282,0,2,2,47.36000000000001,-2.09,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47E030>,245.282,2.2411200000000004,47.36000000000001,0.0,3.0,c1ccc(-n2cccn2)cc1
o-Hydroxybenzamide,-1.942,1,137.13799999999998,2,1,1,63.32000000000001,-1.82,NC(=O)c1ccccc1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47DE70>,137.13799999999998,0.49110000000000004,63.32000000000001,2.0,2.0,c1ccccc1
o-Nitrotoluene,-2.589,1,137.138,0,1,1,43.14,-2.33,Cc1ccccc1N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47DCB0>,137.138,1.9032200000000001,43.14,0.0,2.0,c1ccccc1
"5,5-Diisopropylbarbital",-1.942,1,212.249,2,1,2,75.27000000000001,-2.766,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47DAF0>,212.249,0.6507999999999994,75.27000000000001,2.0,3.0,O=C1CC(=O)NC(=O)N1
2-Ethyltoluene,-3.2960000000000003,1,120.19499999999996,0,1,1,0.0,-3.21,CCc1ccccc1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47D930>,120.19499999999996,2.5574200000000005,0.0,0.0,0.0,c1ccccc1
1-Chloroheptane,-3.003,1,134.65,0,0,5,0.0,-4.0,CCCCCCCCl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47D770>,134.65,3.1956000000000016,0.0,0.0,0.0,
Barbital,-1.265,1,184.195,2,1,2,75.27000000000001,-2.4,O=C1NC(=O)NC(=O)C1(CC)CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47D5B0>,184.19499999999996,0.15879999999999939,75.27000000000001,2.0,3.0,O=C1CC(=O)NC(=O)N1
Bibenzyl ,-4.301,2,182.266,0,2,3,0.0,-4.62,C(Cc1ccccc1)c2ccccc2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47D3F0>,182.266,3.4718000000000018,0.0,0.0,0.0,c1ccc(CCc2ccccc2)cc1
"1,1,2,2-Tetrachloroethane",-2.549,1,167.85,0,0,1,0.0,-1.74,ClC(Cl)C(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47D230>,167.85,2.5938,0.0,0.0,0.0,
RTI 23,-4.228,1,283.331,1,3,2,54.46,-5.153,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47D070>,283.331,3.122320000000001,54.46,1.0,4.0,O=C1Nc2ccccc2Nc2ncccc21
2-Methylphenanthrene,-4.87,1,192.261,0,3,0,0.0,-5.84,Cc1ccc2c(ccc3ccccc32)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47CEB0>,192.261,4.301420000000003,0.0,0.0,0.0,c1ccc2c(c1)ccc1ccccc12
dibutylphthalate,-4.378,1,278.348,0,1,8,52.60000000000001,-4.4,CCCCOC(=O)c1ccccc1C(=O)OCCCC ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47CCF0>,278.348,3.600400000000003,52.60000000000001,0.0,4.0,c1ccccc1
tetrachloroguaiacol,-4.299,1,261.919,1,1,1,29.46,-4.02,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47CB30>,261.919,4.014400000000001,29.46,1.0,2.0,c1ccccc1
Dimecron,-2.426,1,299.6909999999999,0,0,8,65.07000000000001,0.523,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47C970>,299.6909999999999,2.3950000000000005,65.07000000000001,0.0,5.0,
Equilin,-3.555,1,268.356,1,4,0,37.3,-5.282,CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47C7B0>,268.356,3.7375000000000025,37.3,1.0,2.0,O=C1CCC2C3=CCc4ccccc4C3CCC12
Chlorimuron-ethyl (ph 7),-3.719,1,414.82700000000017,1,2,8,127.79,-4.5760000000000005,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47C5F0>,414.82700000000017,1.1715999999999998,127.79,1.0,8.0,O=S(=O)(NNc1ncccn1)c1ccccc1
p-Nitroanisole,-2.522,1,153.13699999999997,0,1,2,52.37,-2.41,COc1ccc(cc1)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47C430>,153.13699999999997,1.6033999999999997,52.37,0.0,3.0,c1ccccc1
1-Chlorohexane,-2.648,1,120.623,0,0,4,0.0,-3.12,CCCCCCCl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47C270>,120.623,2.805500000000001,0.0,0.0,0.0,
"2,2',3,3',4,4',5,5'-PCB",-8.468,1,429.77200000000016,0,2,1,0.0,-9.16,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47C0B0>,429.77200000000016,8.580799999999998,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
Raffinose,0.496,1,504.4380000000001,11,3,8,268.67999999999995,-0.41,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A480120>,504.43800000000005,-7.571399999999989,268.67999999999995,11.0,16.0,C1CCC(OCC2CCCC(OC3CCCO3)O2)OC1
hexacosane,-9.702,1,366.7180000000002,0,0,23,0.0,-8.334,CCCCCCCCCCCCCCCCCCCCCCCCCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4802E0>,366.7180000000002,10.388599999999993,0.0,0.0,0.0,
RTI 5,-3.471,1,253.30499999999995,0,3,1,36.44,-3.324,CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4804A0>,253.30499999999995,2.829600000000001,36.44,0.0,3.0,O=C1Nc2ccccc2Nc2ncccc21
"1,1-Dichloroethane",-1.5759999999999998,1,98.96,0,0,0,0.0,-1.29,CC(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A480660>,98.96000000000001,1.81,0.0,0.0,0.0,
Sulfanilamide,-0.954,1,172.20899999999995,2,1,1,86.18,-1.34,Nc1ccc(cc1)S(N)(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A480820>,172.20899999999997,-0.08379999999999999,86.18,2.0,3.0,c1ccccc1
Isopropalin,-5.306,1,309.36600000000004,0,1,8,89.51999999999998,-6.49,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4809E0>,309.36600000000004,4.252800000000004,89.51999999999998,0.0,5.0,c1ccccc1
Lindane,-4.009,1,290.832,0,1,0,0.0,-4.64,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A480BA0>,290.832,3.644400000000001,0.0,0.0,0.0,C1CCCCC1
Isofenphos,-4.538,1,345.4010000000002,1,1,8,56.790000000000006,-4.194,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A480D60>,345.4010000000002,3.8896000000000033,56.790000000000006,1.0,5.0,c1ccccc1
"1,2,3-Trichlorobenzene",-4.008,1,181.449,0,1,0,0.0,-4.0,Clc1cccc(Cl)c1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A480F20>,181.44899999999998,3.6468000000000007,0.0,0.0,0.0,c1ccccc1
Tetrachloromethane,-2.607,1,153.823,0,0,0,0.0,-2.31,ClC(Cl)(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4810E0>,153.823,2.5529,0.0,0.0,0.0,
"3,4-Dichloronitrobenzene",-3.448,1,192.001,0,1,1,43.14,-3.2,O=N(=O)c1cc(Cl)c(Cl)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4812A0>,192.001,2.901600000000001,43.14,0.0,2.0,c1ccccc1
Cyclooctanol,-2.14,1,128.215,1,1,0,20.23,-1.29,OC1CCCCCCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A481460>,128.215,2.0915999999999997,20.23,1.0,1.0,C1CCCCCCC1
17a-Methyltestosterone,-4.073,1,302.4580000000001,1,4,0,37.3,-3.999,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A481620>,302.4580000000001,4.269300000000004,37.3,1.0,2.0,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
Dulcin,-2.167,1,180.207,2,1,3,64.35,-2.17,CCOc1ccc(NC(N)=O)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4817E0>,180.20699999999997,1.5758999999999999,64.35,2.0,2.0,c1ccccc1
"trans-1,4-Dimethylcyclohexane",-3.305,1,112.216,0,1,0,0.0,-4.47,C/C1CCC(\C)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4819A0>,112.216,2.832600000000001,0.0,0.0,0.0,C1CCCCC1
"1,7-phenantroline",-2.994,2,180.21,0,3,0,25.78,-2.68,c1cnc2c(c1)ccc3ncccc23,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A481B60>,180.20999999999998,2.7830000000000004,25.78,0.0,2.0,c1cnc2c(c1)ccc1ncccc12
Methyl t-butyl ether ,-0.984,1,88.14999999999999,0,0,0,9.23,-0.24,COC(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A481D20>,88.14999999999999,1.4313,9.23,0.0,1.0,
Anethole,-3.254,1,148.20499999999998,0,1,2,9.23,-3.13,COc1ccc(C=CC)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A481EE0>,148.20499999999998,2.728300000000001,9.23,0.0,1.0,c1ccccc1
1-Hexadecanol,-4.94,1,242.44699999999992,1,0,14,20.23,-7.0,CCCCCCCCCCCCCCCCO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4820A0>,242.44699999999992,5.460000000000006,20.23,1.0,1.0,
uracil,-0.441,1,112.088,2,1,0,65.72,-1.4880000000000002,O=c1cc[nH]c(=O)[nH]1 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A482260>,112.088,-0.9368000000000001,65.72,2.0,2.0,O=c1cc[nH]c(=O)[nH]1
adenine,-1.255,1,135.13,2,2,0,80.47999999999999,-2.12,Nc1ncnc2nc[nH]c12 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A482500>,135.13,-0.0648999999999999,80.47999999999999,2.0,4.0,c1ncc2[nH]cnc2n1
"2,2',3,4,5-PCB",-6.709,1,326.437,0,2,1,0.0,-7.21,Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4826C0>,326.437,6.620600000000001,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
Ancymidol,-2.181,1,256.30499999999995,1,3,4,55.24,-2.596,COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A482880>,256.30499999999995,2.1311,55.24,1.0,4.0,c1ccc(C(c2cncnc2)C2CC2)cc1
Benzo(b)fluoranthene,-6.007000000000001,2,252.316,0,5,0,0.0,-8.23,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A482A40>,252.31599999999997,5.640400000000003,0.0,0.0,0.0,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13
Carbanilide,-3.611,1,212.252,2,2,2,41.13,-3.15,O=C(Nc1ccccc1)Nc2ccccc2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A482C00>,212.25199999999998,3.3306000000000013,41.13,2.0,1.0,O=C(Nc1ccccc1)Nc1ccccc1
phenobarbital,-2.272,1,232.239,2,2,2,75.27000000000001,-2.322,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A482DC0>,232.239,0.7003999999999997,75.27000000000001,2.0,3.0,O=C1NC(=O)C(c2ccccc2)C(=O)N1
"2',3,4-PCB",-5.686,1,257.547,0,2,1,0.0,-6.29,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A482F80>,257.547,5.313800000000001,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
Isoproturon,-2.867,1,206.289,1,1,2,32.34,-3.536,CC(C)c1ccc(NC(=O)N(C)C)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483140>,206.289,2.903500000000001,32.34,1.0,1.0,c1ccccc1
Azintamide,-2.231,1,259.762,0,1,5,46.09,-1.716,CCN(CC)C(=O)CSc1ccc(Cl)nn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483300>,259.762,2.0904999999999996,46.09,0.0,4.0,c1ccnnc1
"2,2-Dimethyl-1-butanol",-1.365,1,102.17699999999998,1,0,2,20.23,-1.04,CCC(C)(C)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4834C0>,102.17699999999998,1.4149,20.23,1.0,1.0,
Ethyl pentanoate,-1.899,1,130.18699999999998,0,0,4,26.3,-1.75,CCCOC(=O)CCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483680>,130.18699999999998,1.7397,26.3,0.0,2.0,
"2,4,6-Trinitrotoluene",-2.6060000000000003,1,227.132,0,1,3,129.42000000000002,-3.22,Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483840>,227.13199999999998,1.7196200000000006,129.42000000000002,0.0,6.0,c1ccccc1
Bensulide,-4.99,1,397.52400000000006,1,1,10,64.63,-4.2,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483A00>,397.52400000000006,3.7726000000000024,64.63,1.0,6.0,c1ccccc1
Cycloheptane,-2.9160000000000004,2,98.189,0,1,0,0.0,-3.51,C1CCCCCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483BC0>,98.18900000000001,2.7307000000000015,0.0,0.0,0.0,C1CCCCCC1
Propyl formate,-0.757,1,88.10599999999998,0,0,3,26.3,-0.49,CCCOC=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483D80>,88.10599999999998,0.5694,26.3,0.0,2.0,
2-Isopropyltoluene,-3.585,1,134.22199999999995,0,1,1,0.0,-3.76,CC(C)c1ccccc1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483F40>,134.22199999999995,3.118420000000002,0.0,0.0,0.0,c1ccccc1
m-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.37,Nc1cccc(Cl)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483E60>,127.574,1.9222,26.02,1.0,1.0,c1ccccc1
"2,4-Dimethylpentane",-2.938,1,100.20499999999998,0,0,2,0.0,-4.26,CC(C)CC(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483CA0>,100.20499999999998,2.6885000000000012,0.0,0.0,0.0,
Dibenzofurane,-4.2010000000000005,2,168.195,0,3,0,13.14,-4.6,o1c2ccccc2c3ccccc13,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483AE0>,168.195,3.586000000000002,13.14,0.0,1.0,c1ccc2c(c1)oc1ccccc12
ethofumesate,-3.184,1,286.34900000000005,0,2,4,61.830000000000005,-3.42,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483920>,286.34900000000005,2.0576,61.830000000000005,0.0,5.0,c1ccc2c(c1)CCO2
Fluometuron,-3.065,1,232.205,1,1,1,32.34,-3.43,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483760>,232.20499999999996,2.7989000000000006,32.34,1.0,1.0,c1ccccc1
Acridine,-3.846,2,179.22199999999998,0,3,0,12.89,-3.67,c3ccc2nc1ccccc1cc2c3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4835A0>,179.22199999999998,3.3880000000000017,12.89,0.0,1.0,c1ccc2nc3ccccc3cc2c1
Cortisone,-2.893,1,360.45000000000016,2,4,2,91.67,-3.11,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4833E0>,360.45000000000016,1.9898000000000002,91.67,2.0,5.0,O=C1C=C2CCC3C4CCCC4CC(=O)C3C2CC1
glucose,0.501,1,180.156,5,1,1,110.38,0.74,OCC1OC(O)C(O)C(O)C1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483220>,180.156,-3.2214000000000005,110.38000000000001,5.0,6.0,C1CCOCC1
3-Methylphenol,-2.313,1,108.14,1,1,0,20.23,-0.68,Cc1cccc(O)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A483060>,108.13999999999999,1.7006199999999998,20.23,1.0,1.0,c1ccccc1
Indapamide,-4.345,1,365.842,2,3,3,92.5,-3.5860000000000003,CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A482EA0>,365.84200000000004,2.0834,92.5,2.0,4.0,O=C(NN1CCc2ccccc21)c1ccccc1
Lovastatin,-4.731,1,404.54700000000025,1,3,6,72.83,-6.005,CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A482CE0>,404.54700000000025,4.195500000000004,72.83,1.0,5.0,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1
"1,4-Dinitrobenzene",-2.281,1,168.10799999999995,0,1,2,86.28,-3.39,O=N(=O)c1ccc(cc1)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A482B20>,168.10799999999995,1.503,86.28,0.0,4.0,c1ccccc1
Reposal,-2.781,1,262.309,2,3,2,75.27000000000001,-2.696,CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A482960>,262.30899999999997,1.4951999999999999,75.27000000000001,2.0,3.0,O=C1NC(=O)C(C2=CCC3CCC2C3)C(=O)N1
Ethyl decanoate,-3.671,1,200.322,0,0,9,26.3,-4.1,CCCCCCCCCC(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4827A0>,200.32199999999997,3.6902000000000026,26.3,0.0,2.0,
Fenuron,-1.847,1,164.208,1,1,1,32.34,-1.6,CN(C)C(=O)Nc1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4825E0>,164.208,1.7801,32.34,1.0,1.0,c1ccccc1
Ethyl propyl ether,-1.072,1,88.14999999999999,0,0,3,9.23,-0.66,CCCOCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A482420>,88.14999999999999,1.4329,9.23,0.0,1.0,
2-Propanol,-0.261,1,60.096,1,0,0,20.23,0.43,CC(C)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A482180>,60.096000000000004,0.38710000000000006,20.23,1.0,1.0,
2-Methylnapthalene,-3.802,1,142.201,0,2,0,0.0,-3.77,Cc1ccc2ccccc2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A481FC0>,142.201,3.148220000000001,0.0,0.0,0.0,c1ccc2ccccc2c1
Chlorodibromethane,-2.54,1,208.28,0,0,0,0.0,-1.9,ClC(Br)Br,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A481E00>,208.28,2.2986000000000004,0.0,0.0,0.0,
Hexestrol,-4.854,1,270.372,2,2,5,40.46,-4.43,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A481C40>,270.372,4.785200000000005,40.46,2.0,2.0,c1ccc(CCc2ccccc2)cc1
Malathion,-3.391,1,330.3640000000001,0,0,9,71.06,-3.37,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A481A80>,330.3640000000001,2.1218000000000004,71.06,0.0,8.0,
Benzylchloride,-2.887,1,126.58599999999996,0,1,1,0.0,-2.39,ClCc1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4818C0>,126.58599999999996,2.4254000000000007,0.0,0.0,0.0,c1ccccc1
t-Crotonaldehyde,-0.604,1,70.09100000000001,0,0,1,17.07,0.32,C/C=C/C=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A481700>,70.09100000000001,0.7614000000000001,17.07,0.0,1.0,
Chlorbromuron,-3.938,1,293.548,1,1,2,41.57,-3.924,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A481540>,293.548,3.127600000000002,41.57,1.0,2.0,c1ccccc1
"9,10-Dimethylanthracene",-5.228,1,206.288,0,3,0,0.0,-6.57,Cc1c2ccccc2c(C)c3ccccc13,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A481380>,206.28799999999998,4.609840000000004,0.0,0.0,0.0,c1ccc2cc3ccccc3cc2c1
Methyl hexanoate,-1.899,1,130.18699999999998,0,0,4,26.3,-1.87,CCCCCC(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4811C0>,130.18699999999998,1.7397,26.3,0.0,2.0,
Dimefuron,-3.831,1,338.79500000000013,1,2,2,80.37,-4.328,CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A481000>,338.79500000000013,2.8699000000000012,80.37,1.0,4.0,O=c1ocnn1-c1ccccc1
p-Fluoroacetanilide,-2.181,1,153.156,1,1,1,29.1,-1.78,CC(=O)Nc1ccc(F)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A480E40>,153.156,1.7840999999999998,29.1,1.0,1.0,c1ccccc1
alachlor,-3.319,1,269.77199999999993,0,1,6,29.54,-3.26,CCc1cccc(CC)c1N(COC)C(=O)CCl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A480C80>,269.77199999999993,2.9871000000000016,29.54,0.0,2.0,c1ccccc1
Cyclohexene,-2.16,2,82.146,0,1,0,0.0,-2.59,C1CCC=CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A480AC0>,82.146,2.1166,0.0,0.0,0.0,C1=CCCCC1
Hydrocortisone ,-3.159,1,362.4660000000002,3,4,2,94.83,-3.09,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A480900>,362.4660000000002,1.7815999999999996,94.83,3.0,5.0,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
Pyrimidine,-0.884,2,80.08999999999999,0,1,0,25.78,1.1,c1cncnc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A480740>,80.08999999999999,0.4765999999999999,25.78,0.0,2.0,c1cncnc1
